date,product_id,price,competitor_price,quantity_sold,cost_per_unit,promotion_flag,is_weekend,channel,region,year,month,day_of_week,day_of_year,log_quantity,log_price,log_competitor_price,sin_doy,cos_doy,product_A,product_B
2022-04-19,A,106.62,97.82,10,60,0,0,Store,West,2022,4,1,109,2.312535423847214,4.669271111394615,4.583129055111211,0.9536809966304457,-0.30081980763566735,1,0
2022-04-20,A,108.24,116.64,14,60,0,0,Online,East,2022,4,2,110,2.6461747973841225,4.684350983862532,4.759092268260348,0.9483615800121715,-0.3171912885891061,1,0
2022-04-21,A,121.3,133.06,12,60,1,0,Online,North,2022,4,3,111,2.4932054526026954,4.798266815950004,4.890800154313742,0.9427611433904207,-0.3334687789181868,1,0
2022-04-22,A,81.21,77.11,18,60,1,0,Online,North,2022,4,4,112,2.89591193827178,4.397038392294319,4.345232973844869,0.9368813462954315,-0.3496474552512284,1,0
2022-04-23,A,78.91,87.9,15,60,0,1,Online,East,2022,4,5,113,2.714694743820879,4.368307962532944,4.476199804691132,0.9307239310379795,-0.36572252349726897,1,0
2022-04-24,A,92.82,98.21,16,60,0,1,Store,East,2022,4,6,114,2.7788192719904172,4.5306621338130295,4.587108043169683,0.9242907221930934,-0.3816892202666588,1,0
2022-04-25,A,72.0,62.18,17,60,0,0,Store,East,2022,4,0,115,2.8390784635086144,4.276666119016055,4.130033404630607,0.9175836260593937,-0.39754281428255595,1,0
2022-04-26,A,105.22,89.43,10,60,0,0,Online,North,2022,4,1,116,2.312535423847214,4.656053396302661,4.49345619635809,0.9106046300942163,-0.4132786077829042,1,0
2022-04-27,A,87.0,79.27,13,60,0,0,Online,West,2022,4,2,117,2.5726122302071057,4.465908118654584,4.372859746849064,0.9033558023246845,-0.4288919379124835,1,0
2022-04-28,A,118.26,130.62,11,60,0,0,Online,South,2022,4,3,118,2.4069451083182885,4.772885590392684,4.872292344474511,0.895839290734909,-0.4443781781046132,1,0
2022-04-29,A,91.44,85.17,13,60,0,0,Online,East,2022,4,4,119,2.5726122302071057,4.515683019486556,4.44464925915299,0.8880573226294932,-0.45973273945210397,1,0
2022-04-30,A,91.04,93.51,16,60,0,1,Online,East,2022,4,5,120,2.7788192719904172,4.511298970378021,4.5380683824473556,0.8800122039735357,-0.47495107206704995,1,0
2022-05-01,A,102.0,94.93,10,60,0,1,Online,North,2022,5,6,121,2.312535423847214,4.624972813284271,4.5531397778937075,0.8717063187093218,-0.49002866642905923,1,0
2022-05-02,A,76.17,81.07,16,60,0,0,Online,North,2022,5,0,122,2.7788192719904172,4.3329676843846965,4.395312978999615,0.8631421280499114,-0.5049610547215204,1,0
2022-05-03,A,87.29,99.66,14,60,0,0,Online,East,2022,5,1,123,2.6461747973841225,4.469235908747258,4.601764392853259,0.854322169749827,-0.5197438121555155,1,0
2022-05-04,A,95.19,107.21,14,60,0,0,Store,South,2022,5,2,124,2.6461747973841225,4.555874894263214,4.674789527868148,0.8452490573530633,-0.5343725582809787,1,0
2022-05-05,A,96.93,83.9,11,60,0,0,Online,West,2022,5,3,125,2.4069451083182885,4.573989068504517,4.429625613473161,0.835925479418637,-0.548842958284719,1,0
2022-05-06,A,115.87,118.03,13,60,1,0,Online,East,2022,5,4,126,2.5726122302071057,4.752468873008971,4.770938829440977,0.8263541987239096,-0.5631507242749186,1,0
2022-05-07,A,119.37,115.33,9,60,1,1,Online,East,2022,5,5,127,2.2082744135228043,4.782227913106947,4.747797584237848,0.8165380514459161,-0.5772916165517272,1,0
2022-05-08,A,77.23,81.98,19,60,1,1,Online,North,2022,5,6,128,2.9496883350525844,4.346787982581173,4.406475315076191,0.8064799463209448,-0.5912614448635781,1,0
2022-05-09,A,72.0,67.87,16,60,0,0,Online,West,2022,5,0,129,2.7788192719904172,4.276666119016055,4.217594110715667,0.7961828637826158,-0.6050560696488488,1,0
2022-05-10,A,103.65,100.44,12,60,0,0,Store,West,2022,5,1,130,2.4932054526026954,4.641019838881789,4.609560534289384,0.7856498550787145,-0.6186714032625031,1,0
2022-05-11,A,115.81,109.44,13,60,1,0,Online,West,2022,5,2,131,2.5726122302071057,4.751950917196286,4.69537645387424,0.7748840413670407,-0.6321034111873487,1,0
2022-05-12,A,110.25,112.63,11,60,1,0,Store,South,2022,5,3,132,2.4069451083182885,4.702750514326955,4.724108110059605,0.7638886127905428,-0.6453481132295501,1,0
2022-05-13,A,90.06,81.6,11,60,0,0,Online,North,2022,5,4,133,2.4069451083182885,4.500476114873425,4.401829261970061,0.7526668275320084,-0.6584015846980488,1,0
2022-05-14,A,118.75,112.83,9,60,0,1,Online,South,2022,5,5,134,2.2082744135228043,4.7770204429147505,4.725882261150355,0.741222010848596,-0.6712599575675313,1,0
2022-05-15,A,89.07,77.95,11,60,0,1,Store,East,2022,5,6,135,2.4069451083182885,4.489422577443778,4.356067595503785,0.7295575540864875,-0.6839194216246106,1,0
2022-05-16,A,97.66,110.68,11,60,0,0,Store,East,2022,5,0,136,2.4069451083182885,4.581492058633514,4.7066431549187255,0.717676913675962,-0.6963762255968722,1,0
2022-05-17,A,103.96,112.85,10,60,0,0,Store,West,2022,5,1,137,2.312535423847214,4.6440062097732895,4.726059503263545,0.705583610107178,-0.7086266782644596,1,0
2022-05-18,A,92.39,105.71,10,60,0,0,Online,North,2022,5,2,138,2.312535423847214,4.526018747682654,4.660699495780571,0.6932812268869777,-0.7206671495538609,1,0
2022-05-19,A,101.7,116.31,10,60,0,0,Online,West,2022,5,3,139,2.312535423847214,4.622027303054514,4.7562590403509475,0.6807734094770161,-0.7324940716135789,1,0
2022-05-20,A,72.31,70.09,12,60,0,0,Online,North,2022,5,4,140,2.4932054526026954,4.28096243218686,4.249780130512233,0.6680638642135335,-0.7441039398713607,1,0
2022-05-21,A,111.14,112.8,12,60,0,1,Online,East,2022,5,5,141,2.4932054526026954,4.710790667851775,4.725616339063959,0.6551563572090853,-0.7554933140726803,1,0
2022-05-22,A,98.75,86.66,12,60,0,1,Store,East,2022,5,6,142,2.4932054526026954,4.592591403781231,4.461992416311763,0.6420547132365637,-0.766658819300159,1,0
2022-05-23,A,130.69,138.68,9,60,0,0,Online,North,2022,5,0,143,2.2082744135228043,4.872828106608945,4.932169120816822,0.6287628145958344,-0.777597146973627,1,0
2022-05-24,A,112.28,105.98,10,60,0,0,Online,North,2022,5,1,144,2.312535423847214,4.720995751493682,4.663250397064616,0.6152845999633276,-0.7883050558305255,1,0
2022-05-25,A,132.33,120.94,9,60,1,0,Online,West,2022,5,2,145,2.2082744135228043,4.885298802784958,4.795294554845067,0.6016240632249226,-0.7987793728863649,1,0
2022-05-26,A,124.96,131.72,9,60,0,0,Online,West,2022,5,3,146,2.2082744135228043,4.827993686091376,4.880678457508163,0.5877852522924732,-0.8090169943749473,1,0
2022-05-27,A,101.04,114.37,11,60,0,0,Store,South,2022,5,4,147,2.4069451083182885,4.6155164780422355,4.7394388067931255,0.5737722679043246,-0.8190148866680801,1,0
2022-05-28,A,108.47,123.99,10,60,0,1,Online,South,2022,5,5,148,2.312535423847214,4.686473637052126,4.820200917191751,0.5595892624101765,-0.8287700871745037,1,0
2022-05-29,A,110.92,97.09,12,60,1,1,Store,West,2022,5,6,149,2.4932054526026954,4.708809220747577,4.575638383382054,0.545240438540651,-0.8382797052177743,1,0
2022-05-30,A,125.16,106.73,7,60,0,0,Store,North,2022,5,0,150,1.9600947840472698,4.829592918800682,4.670302280925873,0.5307300481619334,-0.8475409228928311,1,0
2022-05-31,A,118.29,107.79,9,60,0,0,Store,East,2022,5,1,151,2.2082744135228043,4.773139236557646,4.680184889793537,0.5160623910158528,-0.8565509959010036,1,0
2022-06-01,A,88.24,82.18,10,60,0,0,Online,North,2022,6,2,152,2.312535423847214,4.480060374945247,4.408911963455264,0.5012418134457758,-0.865307254363206,1,0
2022-06-02,A,78.89,81.19,12,60,0,0,Online,East,2022,6,3,153,2.4932054526026954,4.368054477106998,4.396792086874355,0.48627270710869,-0.8738071036110808,1,0
2022-06-03,A,106.12,116.4,12,60,1,0,Online,South,2022,6,4,154,2.4932054526026954,4.664570529269539,4.757032535297338,0.4711595076738638,-0.8820480249558537,1,0
2022-06-04,A,104.95,97.19,10,60,1,1,Online,South,2022,6,5,155,2.312535423847214,4.653484046266642,4.576667825515379,0.4559066935084588,-0.8900275764346767,1,0
2022-06-05,A,110.25,113.04,10,60,0,1,Online,West,2022,6,6,156,2.312535423847214,4.702750514326955,4.727741738376272,0.440518784350495,-0.8977433935342337,1,0
2022-06-06,A,114.99,119.75,10,60,1,0,Online,South,2022,6,0,157,2.312535423847214,4.744845168060573,4.785406236291025,0.42500033996955416,-0.9051931898913974,1,0
2022-06-07,A,108.07,93.94,11,60,1,0,Online,East,2022,6,1,158,2.4069451083182885,4.6827791653150745,4.542656280598849,0.4093559588156213,-0.9123747579707273,1,0
2022-06-08,A,80.63,82.81,12,60,0,0,Online,West,2022,6,2,159,2.4932054526026954,4.389870788696931,4.416548827045609,0.39359027665646673,-0.9192859697186104,1,0
2022-06-09,A,92.6,96.91,11,60,0,0,Online,West,2022,6,3,160,2.4069451083182885,4.528289141652134,4.573782712746459,0.3777079652039649,-0.9259247771938498,1,0
2022-06-10,A,122.32,138.55,8,60,0,0,Store,East,2022,6,4,161,2.0918640616783932,4.8066405616208066,4.931231271308987,0.36171373072976765,-0.9322892131745133,1,0
2022-06-11,A,89.58,83.92,12,60,0,1,Online,West,2022,6,5,162,2.4932054526026954,4.495132080779154,4.4298639640880415,0.3456123126707335,-0.9383773917408641,1,0
2022-06-12,A,75.66,81.16,14,60,0,1,Store,North,2022,6,6,163,2.6461747973841225,4.326249619204883,4.396422514957614,0.3294084822245304,-0.9441875088341993,1,0
2022-06-13,A,108.23,122.94,8,60,0,0,Online,South,2022,6,0,164,2.0918640616783932,4.684258592307055,4.811696431478864,0.3131070409358269,-0.9497178427914316,1,0
2022-06-14,A,86.49,81.78,12,60,1,0,Online,North,2022,6,1,165,2.4932054526026954,4.460028800318421,4.404032714936497,0.29671281927349075,-0.9549667548552551,1,0
2022-06-15,A,78.99,87.49,11,60,0,0,Store,East,2022,6,2,166,2.4069451083182885,4.369321262176328,4.471524501118173,0.28023067519921585,-0.9599326896597447,1,0
2022-06-16,A,72.0,61.49,10,60,0,0,Online,East,2022,6,3,167,2.312535423847214,4.276666119016055,4.118874559965378,0.26366549272800704,-0.9646141756912435,1,0
2022-06-17,A,108.33,99.54,7,60,0,0,Online,West,2022,6,4,168,1.9600947840472698,4.6851821239574765,4.6005595734304086,0.24702218048093552,-0.9690098257244062,1,0
2022-06-18,A,101.48,110.29,11,60,0,1,Online,South,2022,6,5,169,2.4069451083182885,4.6198617347310815,4.703113260318055,0.23030567023061221,-0.9731183372332619,1,0
2022-06-19,A,95.78,91.6,11,60,0,1,Online,North,2022,6,6,170,2.4069451083182885,4.562053894914463,4.517431271680085,0.21352091543979612,-0.9769384927771817,1,0
2022-06-20,A,89.96,80.97,8,60,0,0,Online,South,2022,6,0,171,2.0918640616783932,4.499365127091115,4.394078715698023,0.19667288979357647,-0.980469160361632,1,0
2022-06-21,A,115.32,112.41,9,60,0,0,Online,South,2022,6,1,172,2.2082744135228043,4.7477108727702015,4.722152901473706,0.1797665857255624,-0.9837092937736097,1,0
2022-06-22,A,122.35,111.47,7,60,0,0,Online,North,2022,6,2,173,1.9600947840472698,4.806885789888681,4.713755496401532,0.16280701293851715,-0.986657932891657,1,0
2022-06-23,A,108.23,95.75,9,60,0,0,Online,North,2022,6,3,174,2.2082744135228043,4.684258592307055,4.561740628060756,0.1457991969198751,-0.9893142039703663,1,0
2022-06-24,A,105.32,105.71,8,60,0,0,Store,East,2022,6,4,175,2.0918640616783932,4.657003334628109,4.660699495780571,0.12874817745258132,-0.99167731989929,1,0
2022-06-25,A,100.57,98.14,8,60,0,1,Store,North,2022,6,5,176,2.0918640616783932,4.610854002456389,4.586395030661757,0.11165900712169512,-0.993746580436178,1,0
2022-06-26,A,86.4,96.4,13,60,0,1,Store,West,2022,6,6,177,2.5726122302071057,4.45898767581001,4.5685062016165,0.09453674981719912,-0.9955213724144752,1,0
2022-06-27,A,118.67,130.11,9,60,1,0,Online,East,2022,6,0,178,2.2082744135228043,4.7763465316770475,4.868380246515384,0.07738647923346301,-0.9970011699250151,1,0
2022-06-28,A,103.99,104.32,8,60,1,0,Online,East,2022,6,1,179,2.0918640616783932,4.644294740672142,4.647463098178343,0.06021327736579302,-0.9981855344718586,1,0
2022-06-29,A,88.0,85.04,11,60,1,0,Store,West,2022,6,2,180,2.4069451083182885,4.477336814478207,4.443121734033692,0.04302223300453059,-0.99907411510223,1,0
2022-06-30,A,79.93,85.76,12,60,1,0,Online,North,2022,6,3,181,2.4932054526026954,4.381151251637927,4.451552697322492,0.02581844022713308,-0.9996666485105112,1,0
2022-07-01,A,97.09,105.94,8,60,0,0,Store,East,2022,7,4,182,2.0918640616783932,4.575638383382054,4.66287289611638,0.008606996888688698,-0.9999629591162655,1,0
2022-07-02,A,98.99,86.22,8,60,0,1,Store,East,2022,7,5,183,2.0918640616783932,4.595018834931716,4.4569021693189885,-0.008606996888688009,-0.9999629591162655,1,0
2022-07-03,A,90.93,97.0,8,60,0,1,Store,East,2022,7,6,184,2.0918640616783932,4.510089979737821,4.574710978503383,-0.02581844022713239,-0.9996666485105112,1,0
2022-07-04,A,116.65,128.63,7,60,0,0,Store,South,2022,7,0,185,1.9600947840472698,4.759177998467439,4.856940066090624,-0.04302223300453034,-0.99907411510223,1,0
2022-07-05,A,104.03,90.5,8,60,0,0,Online,North,2022,7,1,186,2.0918640616783932,4.644679319082804,4.505349850705881,-0.060213277365792774,-0.9981855344718586,1,0
2022-07-06,A,72.0,75.83,11,60,0,0,Online,East,2022,7,2,187,2.4069451083182885,4.276666119016055,4.328493992712844,-0.07738647923346322,-0.9970011699250151,1,0
2022-07-07,A,121.05,109.06,7,60,0,0,Store,North,2022,7,3,188,1.9600947840472698,4.796203683384068,4.691898189497915,-0.09453674981719933,-0.9955213724144752,1,0
2022-07-08,A,92.67,95.6,8,60,0,0,Store,South,2022,7,4,189,2.0918640616783932,4.5290447955986,4.560172820057356,-0.11165900712169444,-0.9937465804361781,1,0
2022-07-09,A,127.97,114.78,7,60,0,1,Store,South,2022,7,5,190,1.9600947840472698,4.851795861449505,4.743017252680216,-0.12874817745258066,-0.99167731989929,1,0
2022-07-10,A,120.54,109.16,6,60,0,1,Store,South,2022,7,6,191,1.8082887711792655,4.7919816480548985,4.692814695840138,-0.14579919691987442,-0.9893142039703664,1,0
2022-07-11,A,100.23,90.85,8,60,0,0,Store,West,2022,7,0,192,2.0918640616783932,4.607467545036775,4.50920979484218,-0.16280701293851646,-0.9866579328916572,1,0
2022-07-12,A,72.73,82.73,8,60,0,0,Online,North,2022,7,1,193,2.0918640616783932,4.286753954166449,4.415582293202092,-0.17976658572556214,-0.9837092937736098,1,0
2022-07-13,A,101.47,105.63,7,60,0,0,Online,West,2022,7,2,194,1.9600947840472698,4.6197631882909915,4.659942421835071,-0.19667288979357622,-0.9804691603616321,1,0
2022-07-14,A,73.53,76.94,12,60,1,0,Online,North,2022,7,3,195,2.4932054526026954,4.297693486208131,4.343025897324149,-0.2135209154397959,-0.9769384927771817,1,0
2022-07-15,A,108.28,116.76,7,60,0,0,Online,North,2022,7,4,196,1.9600947840472698,4.684720464746101,4.760120545985914,-0.23030567023061196,-0.973118337233262,1,0
2022-07-16,A,90.38,82.71,9,60,0,1,Online,North,2022,7,5,197,2.2082744135228043,4.504023003983134,4.415340513703815,-0.24702218048093527,-0.9690098257244063,1,0
2022-07-17,A,95.01,96.64,9,60,0,1,Store,South,2022,7,6,198,2.2082744135228043,4.553982149218658,4.570992734186505,-0.2636654927280072,-0.9646141756912435,1,0
2022-07-18,A,79.63,79.97,8,60,0,0,Online,North,2022,7,0,199,2.0918640616783932,4.377390906269353,4.381651564343798,-0.2802306751992161,-0.9599326896597445,1,0
2022-07-19,A,105.03,97.12,7,60,0,0,Online,West,2022,7,1,200,1.9600947840472698,4.654246023634684,4.575947327311188,-0.2967128192734901,-0.9549667548552553,1,0
2022-07-20,A,136.74,128.7,5,60,0,0,Store,East,2022,7,2,201,1.62924053973028,4.918081312485648,4.857484114602081,-0.3131070409358267,-0.9497178427914317,1,0
2022-07-21,A,118.22,120.57,6,60,0,0,Store,East,2022,7,3,202,1.8082887711792655,4.772547295396223,4.79223049712922,-0.3294084822245302,-0.9441875088341994,1,0
2022-07-22,A,103.59,97.66,7,60,0,0,Online,South,2022,7,4,203,1.9600947840472698,4.640440800070011,4.581492058633514,-0.3456123126707333,-0.9383773917408642,1,0
2022-07-23,A,130.18,144.42,7,60,0,1,Online,North,2022,7,5,204,1.9600947840472698,4.868918108144241,4.972725721023036,-0.3617137307297674,-0.9322892131745134,1,0
2022-07-24,A,120.19,126.54,7,60,0,1,Online,West,2022,7,6,205,1.9600947840472698,4.7890738239646975,4.840558463718739,-0.37770796520396466,-0.9259247771938499,1,0
2022-07-25,A,110.55,124.79,7,60,0,0,Online,East,2022,7,0,206,1.9600947840472698,4.705467907303455,4.826632324519763,-0.39359027665646645,-0.9192859697186105,1,0
2022-07-26,A,72.0,71.87,10,60,1,0,Online,South,2022,7,1,207,2.312535423847214,4.276666119016055,4.274858931480352,-0.4093559588156211,-0.9123747579707274,1,0
2022-07-27,A,91.11,89.88,7,60,0,0,Store,South,2022,7,2,208,1.9600947840472698,4.512067567725767,4.498475447317128,-0.42500033996955394,-0.9051931898913975,1,0
2022-07-28,A,92.21,96.2,9,60,1,0,Online,South,2022,7,3,209,2.2082744135228043,4.52406858455105,4.566429357671661,-0.4405187843504952,-0.8977433935342336,1,0
2022-07-29,A,106.06,109.22,6,60,0,0,Store,South,2022,7,4,210,1.8082887711792655,4.664004971708984,4.693364196724008,-0.455906693508459,-0.8900275764346766,1,0
2022-07-30,A,80.19,90.98,12,60,0,1,Store,North,2022,7,5,211,2.4932054526026954,4.384398818818937,4.510639702141858,-0.47115950767386394,-0.8820480249558535,1,0
2022-07-31,A,123.31,135.82,9,60,1,1,Store,East,2022,7,6,212,2.2082744135228043,4.814701509882439,4.911330479685645,-0.4862727071086902,-0.8738071036110807,1,0
2022-08-01,A,106.58,118.78,6,60,0,0,Store,South,2022,8,0,213,1.8082887711792655,4.668895876868636,4.777273042587714,-0.5012418134457756,-0.8653072543632061,1,0
2022-08-02,A,102.27,105.11,7,60,0,0,Online,West,2022,8,1,214,1.9600947840472698,4.627616374817921,4.655007420835263,-0.5160623910158526,-0.8565509959010037,1,0
2022-08-03,A,103.1,95.25,7,60,0,0,Online,West,2022,8,2,215,1.9600947840472698,4.635699391022914,4.55650501400681,-0.5307300481619331,-0.8475409228928312,1,0
2022-08-04,A,109.44,102.43,7,60,1,0,Store,West,2022,8,3,216,1.9600947840472698,4.69537645387424,4.629179638448443,-0.5452404385406507,-0.8382797052177745,1,0
2022-08-05,A,110.32,113.73,5,60,0,0,Store,North,2022,8,4,217,1.62924053973028,4.703385233485046,4.733827218196353,-0.5595892624101763,-0.828770087174504,1,0
2022-08-06,A,97.26,84.63,8,60,1,1,Store,West,2022,8,5,218,2.0918640616783932,4.57738780497564,4.438288813682014,-0.5737722679043243,-0.8190148866680802,1,0
2022-08-07,A,95.13,96.61,8,60,0,1,Online,South,2022,8,6,219,2.0918640616783932,4.555244377218366,4.570682255529419,-0.5877852522924734,-0.8090169943749472,1,0
2022-08-08,A,97.35,90.59,5,60,0,0,Online,North,2022,8,0,220,1.62924053973028,4.578312731818208,4.506343831681196,-0.6016240632249227,-0.7987793728863648,1,0
2022-08-09,A,105.01,94.48,6,60,0,0,Online,East,2022,8,1,221,1.8082887711792655,4.654055583717902,4.548388171889107,-0.6152845999633277,-0.7883050558305253,1,0
2022-08-10,A,90.81,85.34,7,60,0,0,Online,East,2022,8,2,222,1.9600947840472698,4.508769411701737,4.446643277759854,-0.6287628145958345,-0.7775971469736268,1,0
2022-08-11,A,78.78,74.11,8,60,1,0,Online,West,2022,8,3,223,2.0918640616783932,4.36665915754276,4.305550475963267,-0.6420547132365636,-0.7666588193001592,1,0
2022-08-12,A,93.81,104.07,6,60,0,0,Online,South,2022,8,4,224,1.8082887711792655,4.541271460137859,4.6450637496497675,-0.655156357209085,-0.7554933140726804,1,0
2022-08-13,A,108.0,111.8,7,60,0,1,Online,South,2022,8,5,225,1.9600947840472698,4.68213122712422,4.716711560720999,-0.6680638642135333,-0.7441039398713608,1,0
2022-08-14,A,82.51,85.58,8,60,0,1,Online,North,2022,8,6,226,2.0918640616783932,4.412919498116252,4.449451610988671,-0.6807734094770159,-0.7324940716135792,1,0
2022-08-15,A,104.7,101.42,6,60,0,0,Online,South,2022,8,0,227,1.8082887711792655,4.651099117876491,4.619270310366873,-0.6932812268869771,-0.7206671495538615,1,0
2022-08-16,A,126.08,128.89,5,60,0,0,Store,East,2022,8,1,228,1.62924053973028,4.836916626109569,4.858959327416688,-0.7055836101071774,-0.7086266782644601,1,0
2022-08-17,A,102.61,110.77,7,60,1,0,Online,North,2022,8,2,229,1.9600947840472698,4.630935393874117,4.7074559795288415,-0.7176769136759615,-0.6963762255968726,1,0
2022-08-18,A,125.54,125.26,5,60,0,0,Store,East,2022,8,3,230,1.62924053973028,4.832624432889386,4.8303915770972665,-0.7295575540864876,-0.6839194216246105,1,0
2022-08-19,A,103.08,91.43,5,60,0,0,Online,West,2022,8,4,231,1.62924053973028,4.635505385784164,4.515573652176335,-0.7412220108485957,-0.6712599575675315,1,0
2022-08-20,A,96.35,109.4,7,60,0,1,Online,North,2022,8,5,232,1.9600947840472698,4.567987394860375,4.695010889987881,-0.7526668275320083,-0.6584015846980489,1,0
2022-08-21,A,116.46,113.07,7,60,1,1,Store,North,2022,8,6,233,1.9600947840472698,4.757547866408974,4.728007095947154,-0.7638886127905429,-0.64534811322955,1,0
2022-08-22,A,86.62,88.46,7,60,0,0,Online,West,2022,8,0,234,1.9600947840472698,4.46153073578648,4.482550472440181,-0.7748840413670406,-0.6321034111873488,1,0
2022-08-23,A,72.0,80.71,8,60,0,0,Online,East,2022,8,1,235,2.0918640616783932,4.276666119016055,4.390862483336281,-0.7856498550787144,-0.6186714032625032,1,0
2022-08-24,A,83.43,80.29,7,60,0,0,Online,East,2022,8,2,236,1.9600947840472698,4.424007956913983,4.385645080196593,-0.7961828637826154,-0.6050560696488494,1,0
2022-08-25,A,118.57,121.18,5,60,0,0,Store,East,2022,8,3,237,1.62924053973028,4.775503503469979,4.797277043516843,-0.8064799463209447,-0.5912614448635782,1,0
2022-08-26,A,89.76,99.84,6,60,0,0,Online,North,2022,8,4,238,1.8082887711792655,4.497139441774387,4.603568904621118,-0.8165380514459157,-0.5772916165517278,1,0
2022-08-27,A,120.24,104.13,6,60,0,1,Online,West,2022,8,5,239,1.8082887711792655,4.789489745444719,4.645640118541804,-0.8263541987239095,-0.5631507242749187,1,0
2022-08-28,A,72.0,63.23,8,60,0,1,Store,North,2022,8,6,240,2.0918640616783932,4.276666119016055,4.146778872070522,-0.8359254794186365,-0.5488429582847199,1,0
2022-08-29,A,102.13,115.14,6,60,0,0,Online,North,2022,8,0,241,1.8082887711792655,4.626246511590008,4.7461487792476635,-0.8452490573530634,-0.5343725582809785,1,0
2022-08-30,A,123.87,111.03,4,60,0,0,Online,North,2022,8,1,242,1.410986973710262,4.819232628566109,4.709800435066175,-0.8543221697498269,-0.5197438121555157,1,0
2022-08-31,A,105.4,101.47,5,60,0,0,Online,East,2022,8,2,243,1.62924053973028,4.657762636107262,4.6197631882909915,-0.8631421280499115,-0.5049610547215202,1,0
2022-09-01,A,102.12,105.65,5,60,1,0,Online,East,2022,9,3,244,1.62924053973028,4.6261485923732835,4.660131744062066,-0.8717063187093218,-0.4900286664290594,1,0
2022-09-02,A,104.58,97.63,6,60,1,0,Store,East,2022,9,4,245,1.8082887711792655,4.649952328759984,4.58118482323758,-0.8800122039735356,-0.4749510720670502,1,0
2022-09-03,A,76.7,66.34,8,60,0,1,Online,North,2022,9,5,246,2.0918640616783932,4.33990170837321,4.1947930335189065,-0.888057322629493,-0.4597327394521046,1,0
2022-09-04,A,113.22,103.02,6,60,0,1,Online,East,2022,9,6,247,1.8082887711792655,4.729332828608514,4.634923144137439,-0.8958392907349089,-0.44437817810461344,1,0
2022-09-05,A,89.04,93.77,7,60,0,0,Store,South,2022,9,0,248,1.9600947840472698,4.489085706967289,4.540844975431534,-0.9033558023246842,-0.4288919379124841,1,0
2022-09-06,A,78.48,84.36,6,60,0,0,Online,North,2022,9,1,249,1.8082887711792655,4.362843815257108,4.435093355610574,-0.9106046300942162,-0.41327860778290443,1,0
2022-09-07,A,89.46,76.85,6,60,1,0,Store,East,2022,9,2,250,1.8082887711792655,4.493791598004702,4.341855469984605,-0.9175836260593934,-0.3975428142825566,1,0
2022-09-08,A,118.13,123.56,6,60,0,0,Online,South,2022,9,3,251,1.8082887711792655,4.771785712960429,4.816726868050381,-0.9242907221930934,-0.3816892202666586,1,0
2022-09-09,A,86.66,80.98,8,60,1,0,Online,West,2022,9,4,252,2.0918640616783932,4.461992416311763,4.394202210604015,-0.9307239310379793,-0.3657225234972692,1,0
2022-09-10,A,72.0,70.61,9,60,0,1,Online,South,2022,9,5,253,2.2082744135228043,4.276666119016055,4.257171777528256,-0.9368813462954315,-0.34964745525122826,1,0
2022-09-11,A,98.37,91.32,6,60,0,1,Store,East,2022,9,6,254,1.8082887711792655,4.588735879524666,4.514369821661595,-0.9427611433904206,-0.33346877891818705,1,0
2022-09-12,A,79.17,71.21,6,60,0,0,Store,East,2022,9,0,255,1.8082887711792655,4.3715974391833425,4.2656332579940335,-0.9483615800121716,-0.31719128858910595,1,0
2022-09-13,A,101.28,93.58,4,60,0,0,Store,South,2022,9,1,256,1.410986973710262,4.617888958395866,4.5388166854380705,-0.9536809966304455,-0.300819807635668,1,0
2022-09-14,A,80.3,72.52,7,60,0,0,Online,East,2022,9,2,257,1.9600947840472698,4.385769620952716,4.283862385886651,-0.9587178169872964,-0.2843591872810036,1,0
2022-09-15,A,109.53,106.61,4,60,0,0,Store,West,2022,9,3,258,1.410986973710262,4.696198484335655,4.669177315962384,-0.9634705485641486,-0.26781430516217486,1,0
2022-09-16,A,87.92,82.61,7,60,0,0,Online,South,2022,9,4,259,1.9600947840472698,4.4764273100953655,4.414130738574414,-0.9679377830240642,-0.25119006388481957,1,0
2022-09-17,A,92.07,90.13,7,60,1,1,Online,South,2022,9,5,260,1.9600947840472698,4.522549157299754,4.501253072568319,-0.9721181966290612,-0.23449138957041052,1,0
2022-09-18,A,84.55,89.17,9,60,1,1,Online,East,2022,9,6,261,2.2082744135228043,4.4373430753445895,4.490544660146788,-0.9760105506323682,-0.21772323039653224,1,0
2022-09-19,A,81.86,72.45,6,60,0,0,Store,West,2022,9,0,262,1.8082887711792655,4.405010471064257,4.282896668766692,-0.9796136916454901,-0.20089055513063528,1,0
2022-09-20,A,86.31,95.97,6,60,0,0,Store,West,2022,9,1,263,1.8082887711792655,4.457945466231566,4.564035642629537,-0.9829265519799822,-0.18399835165767986,1,0
2022-09-21,A,75.18,64.14,7,60,1,0,Store,North,2022,9,2,264,1.9600947840472698,4.319885238136032,4.161068194265009,-0.9859481499638303,-0.1670516255021195,1,0
2022-09-22,A,89.03,91.3,6,60,0,0,Store,South,2022,9,3,265,1.8082887711792655,4.48897339158558,4.514150787600923,-0.9886775902323404,-0.15005539834465262,1,0
2022-09-23,A,106.35,93.69,6,60,0,0,Online,East,2022,9,4,266,1.8082887711792655,4.666735541646246,4.539991459963097,-0.9911140639934546,-0.13301470653419636,1,0
2022-09-24,A,76.49,74.74,8,60,0,1,Online,South,2022,9,5,267,2.0918640616783932,4.337160013333775,4.314015424057338,-0.9932568492674143,-0.11593459959550066,1,0
