date,product_id,price,competitor_price,quantity_sold,cost_per_unit,promotion_flag,is_weekend,channel,region,year,month,day_of_week,day_of_year
2023-04-24,A,106.23,116.21,10,60,0,0,Store,South,2023,4,0,114
2023-04-25,A,128.85,126.44,8,60,0,0,Online,South,2023,4,1,115
2023-04-26,A,77.28,82.49,17,60,1,0,Store,South,2023,4,2,116
2023-04-27,A,108.95,93.0,10,60,0,0,Store,West,2023,4,3,117
2023-04-28,A,117.72,111.97,8,60,0,0,Online,East,2023,4,4,118
2023-04-29,A,72.0,62.82,16,60,0,1,Store,West,2023,4,5,119
2023-04-30,A,95.17,104.53,13,60,0,1,Store,North,2023,4,6,120
2023-05-01,A,117.66,109.28,9,60,0,0,Online,East,2023,5,0,121
2023-05-02,A,94.2,98.55,13,60,0,0,Store,South,2023,5,1,122
2023-05-03,A,88.28,95.34,16,60,1,0,Store,West,2023,5,2,123
2023-05-04,A,72.6,72.97,19,60,1,0,Store,South,2023,5,3,124
2023-05-05,A,124.31,116.18,9,60,0,0,Store,North,2023,5,4,125
2023-05-06,A,81.46,70.8,15,60,0,1,Online,West,2023,5,5,126
2023-05-07,A,110.51,97.24,14,60,0,1,Store,North,2023,5,6,127
2023-05-08,A,106.36,90.74,11,60,0,0,Store,West,2023,5,0,128
2023-05-09,A,103.31,111.57,10,60,0,0,Store,North,2023,5,1,129
2023-05-10,A,109.2,101.71,9,60,0,0,Store,West,2023,5,2,130
2023-05-11,A,102.84,108.28,11,60,0,0,Online,North,2023,5,3,131
2023-05-12,A,81.47,86.25,16,60,1,0,Store,North,2023,5,4,132
2023-05-13,A,82.4,94.38,15,60,0,1,Online,West,2023,5,5,133
2023-05-14,A,105.98,100.19,12,60,0,1,Online,West,2023,5,6,134
2023-05-15,A,112.89,109.1,12,60,1,0,Online,South,2023,5,0,135
2023-05-16,A,96.52,96.18,12,60,1,0,Online,South,2023,5,1,136
2023-05-17,A,86.33,91.53,11,60,0,0,Store,South,2023,5,2,137
2023-05-18,A,87.05,80.32,10,60,0,0,Store,East,2023,5,3,138
2023-05-19,A,120.27,137.46,10,60,0,0,Store,East,2023,5,4,139
2023-05-20,A,114.76,123.05,11,60,0,1,Store,South,2023,5,5,140
2023-05-21,A,91.18,94.14,15,60,0,1,Store,South,2023,5,6,141
2023-05-22,A,86.76,91.03,10,60,0,0,Store,West,2023,5,0,142
2023-05-23,A,114.37,102.42,9,60,0,0,Store,South,2023,5,1,143
2023-05-24,A,96.91,99.39,10,60,0,0,Store,West,2023,5,2,144
2023-05-25,A,95.77,91.99,13,60,1,0,Online,South,2023,5,3,145
2023-05-26,A,98.4,94.26,11,60,0,0,Store,East,2023,5,4,146
2023-05-27,A,77.22,74.58,13,60,1,1,Store,South,2023,5,5,147
2023-05-28,A,85.74,73.66,12,60,0,1,Store,South,2023,5,6,148
2023-05-29,A,103.35,89.54,13,60,1,0,Online,East,2023,5,0,149
2023-05-30,A,118.67,124.04,9,60,0,0,Online,West,2023,5,1,150
2023-05-31,A,114.8,113.82,8,60,0,0,Online,West,2023,5,2,151
2023-06-01,A,117.12,99.81,8,60,0,0,Online,East,2023,6,3,152
2023-06-02,A,98.52,104.71,14,60,1,0,Online,West,2023,6,4,153
2023-06-03,A,119.18,104.13,10,60,0,1,Online,South,2023,6,5,154
2023-06-04,A,135.24,132.33,8,60,0,1,Store,North,2023,6,6,155
2023-06-05,A,103.78,105.91,8,60,0,0,Store,West,2023,6,0,156
2023-06-06,A,113.4,126.8,8,60,0,0,Store,East,2023,6,1,157
2023-06-07,A,101.0,112.83,9,60,0,0,Online,East,2023,6,2,158
2023-06-08,A,85.22,82.79,12,60,1,0,Online,North,2023,6,3,159
2023-06-09,A,84.3,90.12,9,60,0,0,Online,West,2023,6,4,160
2023-06-10,A,91.29,85.9,14,60,1,1,Store,East,2023,6,5,161
2023-06-11,A,87.99,95.75,11,60,0,1,Store,West,2023,6,6,162
2023-06-12,A,100.68,86.01,9,60,0,0,Online,West,2023,6,0,163
2023-06-13,A,88.11,97.81,14,60,1,0,Online,East,2023,6,1,164
2023-06-14,A,82.36,94.16,13,60,1,0,Online,West,2023,6,2,165
2023-06-15,A,98.85,87.1,8,60,0,0,Online,East,2023,6,3,166
2023-06-16,A,76.44,82.68,13,60,0,0,Online,East,2023,6,4,167
2023-06-17,A,99.06,99.48,10,60,0,1,Online,West,2023,6,5,168
2023-06-18,A,88.61,88.73,10,60,0,1,Online,South,2023,6,6,169
2023-06-19,A,100.82,111.24,8,60,0,0,Store,East,2023,6,0,170
2023-06-20,A,103.14,114.53,8,60,0,0,Store,East,2023,6,1,171
2023-06-21,A,85.32,79.24,9,60,0,0,Store,West,2023,6,2,172
2023-06-22,A,88.74,99.28,11,60,1,0,Online,West,2023,6,3,173
2023-06-23,A,94.94,88.29,8,60,0,0,Online,East,2023,6,4,174
2023-06-24,A,98.02,93.71,9,60,0,1,Online,North,2023,6,5,175
2023-06-25,A,101.28,109.76,11,60,0,1,Store,North,2023,6,6,176
2023-06-26,A,111.69,118.92,7,60,0,0,Online,East,2023,6,0,177
2023-06-27,A,99.94,114.53,8,60,0,0,Online,East,2023,6,1,178
2023-06-28,A,77.74,69.2,12,60,1,0,Online,West,2023,6,2,179
2023-06-29,A,77.22,71.52,12,60,1,0,Online,West,2023,6,3,180
2023-06-30,A,88.82,86.45,8,60,0,0,Online,East,2023,6,4,181
2023-07-01,A,96.63,95.02,10,60,0,1,Store,East,2023,7,5,182
2023-07-02,A,100.67,109.05,10,60,1,1,Store,East,2023,7,6,183
2023-07-03,A,83.6,76.89,9,60,0,0,Store,North,2023,7,0,184
2023-07-04,A,74.18,78.49,9,60,0,0,Online,East,2023,7,1,185
2023-07-05,A,103.91,118.99,10,60,1,0,Store,North,2023,7,2,186
2023-07-06,A,110.22,113.85,8,60,1,0,Online,West,2023,7,3,187
2023-07-07,A,127.21,108.21,5,60,0,0,Online,South,2023,7,4,188
2023-07-08,A,102.55,106.61,9,60,0,1,Online,East,2023,7,5,189
2023-07-09,A,72.87,82.26,11,60,0,1,Store,South,2023,7,6,190
2023-07-10,A,96.26,85.67,8,60,1,0,Store,North,2023,7,0,191
2023-07-11,A,113.89,107.12,7,60,1,0,Store,East,2023,7,1,192
2023-07-12,A,115.53,118.21,7,60,0,0,Online,East,2023,7,2,193
2023-07-13,A,110.74,96.96,8,60,1,0,Online,West,2023,7,3,194
2023-07-14,A,83.62,88.43,9,60,0,0,Online,South,2023,7,4,195
2023-07-15,A,94.68,95.37,11,60,0,1,Online,North,2023,7,5,196
2023-07-16,A,113.33,124.49,8,60,0,1,Online,South,2023,7,6,197
2023-07-17,A,80.67,79.34,11,60,1,0,Online,North,2023,7,0,198
2023-07-18,A,102.19,112.46,8,60,0,0,Online,North,2023,7,1,199
2023-07-19,A,96.43,95.38,6,60,0,0,Store,East,2023,7,2,200
2023-07-20,A,111.45,127.31,9,60,1,0,Online,East,2023,7,3,201
2023-07-21,A,111.28,111.76,7,60,0,0,Online,North,2023,7,4,202
2023-07-22,A,98.12,84.58,8,60,0,1,Store,West,2023,7,5,203
2023-07-23,A,118.05,130.74,7,60,0,1,Store,East,2023,7,6,204
2023-07-24,A,79.16,79.76,9,60,0,0,Store,North,2023,7,0,205
2023-07-25,A,108.6,115.1,7,60,0,0,Online,North,2023,7,1,206
2023-07-26,A,105.26,90.72,6,60,0,0,Store,East,2023,7,2,207
2023-07-27,A,116.5,124.78,6,60,0,0,Online,South,2023,7,3,208
2023-07-28,A,104.66,95.01,5,60,0,0,Store,East,2023,7,4,209
2023-07-29,A,136.96,142.38,6,60,0,1,Online,South,2023,7,5,210
2023-07-30,A,107.21,97.13,8,60,0,1,Online,South,2023,7,6,211
2023-07-31,A,98.04,87.01,7,60,0,0,Online,East,2023,7,0,212
2023-08-01,A,91.92,87.78,8,60,0,0,Online,South,2023,8,1,213
2023-08-02,A,75.53,83.2,8,60,0,0,Store,South,2023,8,2,214
2023-08-03,A,91.3,81.06,6,60,0,0,Store,North,2023,8,3,215
2023-08-04,A,89.61,89.95,7,60,0,0,Online,South,2023,8,4,216
2023-08-05,A,128.01,138.82,7,60,0,1,Store,West,2023,8,5,217
2023-08-06,A,99.5,112.95,9,60,0,1,Online,East,2023,8,6,218
2023-08-07,A,82.08,87.31,8,60,0,0,Online,West,2023,8,0,219
2023-08-08,A,99.65,85.14,7,60,1,0,Store,West,2023,8,1,220
2023-08-09,A,81.45,73.06,8,60,0,0,Online,East,2023,8,2,221
2023-08-10,A,113.22,127.76,6,60,0,0,Online,South,2023,8,3,222
2023-08-11,A,85.62,87.28,6,60,0,0,Store,East,2023,8,4,223
2023-08-12,A,96.75,109.74,8,60,0,1,Store,West,2023,8,5,224
2023-08-13,A,99.26,112.53,8,60,0,1,Online,West,2023,8,6,225
2023-08-14,A,112.52,113.02,4,60,0,0,Online,East,2023,8,0,226
2023-08-15,A,105.23,95.67,5,60,0,0,Online,West,2023,8,1,227
2023-08-16,A,90.56,80.36,6,60,0,0,Online,West,2023,8,2,228
2023-08-17,A,115.51,107.4,6,60,0,0,Online,West,2023,8,3,229
2023-08-18,A,82.78,80.91,7,60,0,0,Online,West,2023,8,4,230
2023-08-19,A,111.14,98.03,6,60,0,1,Store,West,2023,8,5,231
2023-08-20,A,90.82,83.13,5,60,0,1,Online,South,2023,8,6,232
2023-08-21,A,101.98,109.25,6,60,0,0,Online,North,2023,8,0,233
2023-08-22,A,93.28,88.12,5,60,0,0,Store,West,2023,8,1,234
2023-08-23,A,84.92,93.14,7,60,0,0,Store,East,2023,8,2,235
2023-08-24,A,97.49,84.21,6,60,0,0,Store,West,2023,8,3,236
2023-08-25,A,89.7,94.09,7,60,1,0,Store,West,2023,8,4,237
2023-08-26,A,109.32,125.34,7,60,0,1,Online,North,2023,8,5,238
2023-08-27,A,91.05,84.82,8,60,1,1,Online,South,2023,8,6,239
2023-08-28,A,96.99,94.63,5,60,0,0,Store,East,2023,8,0,240
2023-08-29,A,94.92,82.29,6,60,0,0,Online,South,2023,8,1,241
2023-08-30,A,87.96,87.52,6,60,0,0,Store,West,2023,8,2,242
2023-08-31,A,93.11,96.94,5,60,0,0,Online,East,2023,8,3,243
2023-09-01,A,114.47,109.14,5,60,0,0,Store,West,2023,9,4,244
2023-09-02,A,125.95,130.86,4,60,0,1,Online,West,2023,9,5,245
2023-09-03,A,101.07,94.31,6,60,0,1,Online,North,2023,9,6,246
2023-09-04,A,101.02,90.79,5,60,1,0,Store,North,2023,9,0,247
2023-09-05,A,81.61,69.84,7,60,0,0,Store,West,2023,9,1,248
2023-09-06,A,82.43,82.88,8,60,0,0,Online,North,2023,9,2,249
2023-09-07,A,82.67,79.0,6,60,0,0,Online,North,2023,9,3,250
2023-09-08,A,76.83,85.28,7,60,0,0,Online,East,2023,9,4,251
2023-09-09,A,95.68,107.5,7,60,0,1,Online,West,2023,9,5,252
2023-09-10,A,141.53,159.23,6,60,1,1,Online,West,2023,9,6,253
2023-09-11,A,123.71,128.12,5,60,0,0,Online,South,2023,9,0,254
2023-09-12,A,96.27,109.33,6,60,0,0,Store,South,2023,9,1,255
2023-09-13,A,98.47,88.12,7,60,1,0,Online,South,2023,9,2,256
2023-09-14,A,89.63,80.61,6,60,0,0,Store,East,2023,9,3,257
2023-09-15,A,95.15,105.29,6,60,0,0,Store,East,2023,9,4,258
2023-09-16,A,107.2,99.02,5,60,0,1,Store,East,2023,9,5,259
2023-09-17,A,100.33,86.02,5,60,0,1,Online,South,2023,9,6,260
2023-09-18,A,113.46,103.66,5,60,0,0,Online,West,2023,9,0,261
2023-09-19,A,88.0,93.34,6,60,0,0,Online,South,2023,9,1,262
2023-09-20,A,114.27,102.16,5,60,0,0,Store,North,2023,9,2,263
2023-09-21,A,111.83,115.98,5,60,0,0,Online,East,2023,9,3,264
2023-09-22,A,98.15,106.16,6,60,0,0,Store,East,2023,9,4,265
2023-09-23,A,83.81,76.66,10,60,1,1,Online,South,2023,9,5,266
2023-09-24,A,106.14,99.43,7,60,1,1,Online,North,2023,9,6,267
2023-09-25,A,105.72,98.54,5,60,0,0,Store,West,2023,9,0,268
2023-09-26,A,100.56,113.61,5,60,0,0,Store,North,2023,9,1,269
2023-09-27,A,112.84,118.51,5,60,0,0,Store,South,2023,9,2,270
2023-09-28,A,82.17,85.82,6,60,0,0,Store,West,2023,9,3,271
2023-09-29,A,88.72,92.52,6,60,0,0,Online,East,2023,9,4,272
2023-09-30,A,111.53,122.16,7,60,1,1,Online,West,2023,9,5,273
2023-10-01,A,109.4,110.08,6,60,0,1,Store,West,2023,10,6,274
2023-10-02,A,116.56,129.01,5,60,0,0,Online,West,2023,10,0,275
2023-10-03,A,98.49,86.73,5,60,0,0,Store,West,2023,10,1,276
2023-10-04,A,117.76,108.36,4,60,0,0,Online,North,2023,10,2,277
2023-10-05,A,110.64,106.83,5,60,0,0,Online,East,2023,10,3,278
2023-10-06,A,82.25,87.2,6,60,0,0,Online,North,2023,10,4,279
2023-10-07,A,72.0,68.95,8,60,0,1,Online,North,2023,10,5,280
2023-10-08,A,72.0,71.79,9,60,1,1,Store,South,2023,10,6,281
2023-10-09,A,110.2,117.67,6,60,1,0,Store,West,2023,10,0,282
2023-10-10,A,72.0,63.51,7,60,0,0,Store,East,2023,10,1,283
2023-10-11,A,91.19,89.75,6,60,0,0,Store,East,2023,10,2,284
2023-10-12,A,132.24,126.55,5,60,0,0,Store,West,2023,10,3,285
2023-10-13,A,87.5,87.44,6,60,0,0,Store,North,2023,10,4,286
2023-10-14,A,121.41,115.54,5,60,0,1,Online,South,2023,10,5,287
2023-10-15,A,84.01,92.03,9,60,0,1,Online,East,2023,10,6,288
2023-10-16,A,85.9,96.37,7,60,0,0,Online,West,2023,10,0,289
2023-10-17,A,92.99,82.49,5,60,0,0,Store,East,2023,10,1,290
2023-10-18,A,101.27,94.27,6,60,0,0,Store,West,2023,10,2,291
2023-10-19,A,78.6,69.41,7,60,0,0,Store,North,2023,10,3,292
2023-10-20,A,100.76,94.71,6,60,0,0,Online,North,2023,10,4,293
2023-10-21,A,104.27,94.73,6,60,0,1,Store,West,2023,10,5,294
2023-10-22,A,110.28,114.83,7,60,1,1,Online,West,2023,10,6,295
2023-10-23,A,104.82,92.09,5,60,0,0,Online,North,2023,10,0,296
2023-10-24,A,101.65,102.88,6,60,0,0,Online,West,2023,10,1,297
2023-10-25,A,84.51,90.74,9,60,1,0,Store,North,2023,10,2,298
2023-10-26,A,92.86,85.87,5,60,0,0,Online,South,2023,10,3,299
2023-10-27,A,78.82,80.4,7,60,0,0,Online,West,2023,10,4,300
2023-10-28,A,91.99,101.27,7,60,0,1,Online,East,2023,10,5,301
2023-10-29,A,102.77,97.58,7,60,0,1,Online,West,2023,10,6,302
2023-10-30,A,89.78,79.97,7,60,0,0,Store,West,2023,10,0,303
2023-10-31,A,100.8,93.63,6,60,0,0,Store,East,2023,10,1,304
2023-11-01,A,84.8,73.39,5,60,0,0,Online,West,2023,11,2,305
2023-11-02,A,95.51,96.09,6,60,0,0,Online,North,2023,11,3,306
2023-11-03,A,109.67,99.48,6,60,0,0,Online,South,2023,11,4,307
2023-11-04,A,97.0,97.09,6,60,0,1,Online,West,2023,11,5,308
2023-11-05,A,93.68,103.32,6,60,0,1,Store,East,2023,11,6,309
2023-11-06,A,124.07,113.48,4,60,0,0,Store,North,2023,11,0,310
2023-11-07,A,108.81,97.93,6,60,0,0,Store,West,2023,11,1,311
2023-11-08,A,114.34,107.04,5,60,0,0,Online,West,2023,11,2,312
2023-11-09,A,132.18,138.66,6,60,1,0,Online,South,2023,11,3,313
2023-11-10,A,129.06,117.08,3,60,0,0,Store,West,2023,11,4,314
2023-11-11,A,114.74,109.58,6,60,1,1,Online,North,2023,11,5,315
2023-11-12,A,108.66,112.15,9,60,1,1,Online,North,2023,11,6,316
2023-11-13,A,122.93,130.81,5,60,0,0,Online,North,2023,11,0,317
2023-11-14,A,101.27,88.66,5,60,0,0,Store,South,2023,11,1,318
2023-11-15,A,98.15,108.99,8,60,1,0,Online,East,2023,11,2,319
2023-11-16,A,86.21,73.73,7,60,0,0,Online,East,2023,11,3,320
2023-11-17,A,91.69,90.13,7,60,0,0,Online,West,2023,11,4,321
2023-11-18,A,116.31,129.87,6,60,0,1,Store,North,2023,11,5,322
2023-11-19,A,104.3,111.3,7,60,0,1,Store,South,2023,11,6,323
2023-11-20,A,117.16,112.23,6,60,0,0,Online,West,2023,11,0,324
2023-11-21,A,86.84,75.19,5,60,0,0,Store,South,2023,11,1,325
2023-11-22,A,91.92,80.73,5,60,0,0,Online,South,2023,11,2,326
2023-11-23,A,73.07,67.53,8,60,0,0,Store,East,2023,11,3,327
2023-11-24,A,107.36,119.22,6,60,0,0,Store,South,2023,11,4,328
2023-11-25,A,91.67,93.57,10,60,1,1,Store,West,2023,11,5,329
2023-11-26,A,84.78,93.64,10,60,1,1,Online,East,2023,11,6,330
2023-11-27,A,134.16,128.39,4,60,0,0,Online,West,2023,11,0,331
2023-11-28,A,103.08,93.57,6,60,0,0,Store,North,2023,11,1,332
2023-11-29,A,103.49,104.42,7,60,0,0,Online,East,2023,11,2,333
2023-11-30,A,100.94,115.83,8,60,0,0,Store,South,2023,11,3,334
2023-12-01,A,97.44,104.76,6,60,0,0,Store,West,2023,12,4,335
2023-12-02,A,117.33,115.35,8,60,1,1,Online,West,2023,12,5,336
2023-12-03,A,96.68,107.5,8,60,0,1,Store,West,2023,12,6,337
2023-12-04,A,99.04,93.08,6,60,0,0,Online,West,2023,12,0,338
2023-12-05,A,95.42,86.81,7,60,0,0,Online,North,2023,12,1,339
2023-12-06,A,112.38,104.6,8,60,1,0,Online,South,2023,12,2,340
2023-12-07,A,93.44,83.82,7,60,1,0,Store,West,2023,12,3,341
2023-12-08,A,79.91,85.54,8,60,0,0,Online,North,2023,12,4,342
2023-12-09,A,105.02,106.68,9,60,0,1,Online,West,2023,12,5,343
2023-12-10,A,115.46,106.88,7,60,0,1,Online,North,2023,12,6,344
2023-12-11,A,107.38,106.87,7,60,0,0,Online,South,2023,12,0,345
2023-12-12,A,99.99,103.0,7,60,0,0,Store,East,2023,12,1,346
2023-12-13,A,98.27,91.35,7,60,0,0,Store,South,2023,12,2,347
2023-12-14,A,128.44,142.0,6,60,0,0,Online,North,2023,12,3,348
2023-12-15,A,110.59,121.34,7,60,0,0,Store,South,2023,12,4,349
2023-12-16,A,118.78,123.12,8,60,0,1,Store,West,2023,12,5,350
2023-12-17,A,92.79,96.2,11,60,0,1,Online,West,2023,12,6,351
2023-12-18,A,99.14,109.15,6,60,0,0,Online,North,2023,12,0,352
2023-12-19,A,88.98,81.44,8,60,1,0,Online,West,2023,12,1,353
2023-12-20,A,83.72,84.33,11,60,1,0,Store,East,2023,12,2,354
2023-12-21,A,95.89,83.95,9,60,1,0,Store,North,2023,12,3,355
2023-12-22,A,86.59,97.58,8,60,0,0,Store,South,2023,12,4,356
2023-12-23,A,100.61,92.55,12,60,1,1,Store,East,2023,12,5,357
2023-12-24,A,125.39,130.17,7,60,0,1,Store,East,2023,12,6,358
2023-12-25,A,115.51,117.4,8,60,1,0,Store,North,2023,12,0,359
2023-12-26,A,99.99,86.83,8,60,0,0,Store,South,2023,12,1,360
2023-12-27,A,99.41,87.07,6,60,0,0,Online,South,2023,12,2,361
2023-12-28,A,112.88,106.69,7,60,0,0,Online,East,2023,12,3,362
2023-12-29,A,111.92,107.43,8,60,0,0,Store,North,2023,12,4,363
2023-12-30,A,103.52,106.86,10,60,0,1,Store,West,2023,12,5,364
2023-12-31,A,120.53,122.7,7,60,0,1,Online,East,2023,12,6,365
2021-01-01,B,111.06,100.04,13,90,0,0,Store,South,2021,1,4,1
2021-01-02,B,145.99,140.32,11,90,0,1,Store,North,2021,1,5,2
2021-01-03,B,108.0,102.81,13,90,0,1,Online,North,2021,1,6,3
2021-01-04,B,145.44,136.79,11,90,0,0,Store,South,2021,1,0,4
2021-01-05,B,165.74,142.33,8,90,0,0,Store,West,2021,1,1,5
2021-01-06,B,197.63,189.69,10,90,1,0,Online,South,2021,1,2,6
2021-01-07,B,165.07,184.86,9,90,0,0,Online,East,2021,1,3,7
2021-01-08,B,134.51,115.8,11,90,0,0,Store,West,2021,1,4,8
2021-01-09,B,118.79,108.13,15,90,0,1,Online,South,2021,1,5,9
2021-01-10,B,208.71,228.65,8,90,0,1,Store,East,2021,1,6,10
2021-01-11,B,175.08,171.83,10,90,1,0,Online,North,2021,1,0,11
2021-01-12,B,194.25,184.81,10,90,1,0,Online,North,2021,1,1,12
2021-01-13,B,183.88,168.81,8,90,0,0,Store,West,2021,1,2,13
2021-01-14,B,138.0,154.51,11,90,1,0,Store,South,2021,1,3,14
2021-01-15,B,123.02,120.73,11,90,0,0,Online,West,2021,1,4,15
2021-01-16,B,119.46,113.03,13,90,0,1,Online,South,2021,1,5,16
2021-01-17,B,172.67,166.87,10,90,0,1,Online,West,2021,1,6,17
2021-01-18,B,173.82,155.67,8,90,0,0,Online,South,2021,1,0,18
2021-01-19,B,155.27,160.28,11,90,0,0,Store,South,2021,1,1,19
2021-01-20,B,192.29,176.9,11,90,1,0,Online,North,2021,1,2,20
2021-01-21,B,108.0,101.44,14,90,0,0,Online,South,2021,1,3,21
2021-01-22,B,137.18,144.46,15,90,1,0,Online,West,2021,1,4,22
2021-01-23,B,132.56,136.94,15,90,0,1,Online,West,2021,1,5,23
2021-01-24,B,136.26,128.2,15,90,0,1,Store,North,2021,1,6,24
2021-01-25,B,132.04,121.24,10,90,0,0,Online,West,2021,1,0,25
2021-01-26,B,167.16,185.06,11,90,0,0,Online,South,2021,1,1,26
2021-01-27,B,146.05,150.05,12,90,1,0,Store,South,2021,1,2,27
2021-01-28,B,188.15,164.98,8,90,0,0,Online,North,2021,1,3,28
2021-01-29,B,148.34,126.27,12,90,0,0,Online,West,2021,1,4,29
2021-01-30,B,154.47,175.03,11,90,0,1,Online,South,2021,1,5,30
2021-01-31,B,158.18,171.94,12,90,0,1,Store,South,2021,1,6,31
2021-02-01,B,117.81,119.86,12,90,0,0,Online,East,2021,2,0,32
2021-02-02,B,135.52,139.51,12,90,0,0,Online,South,2021,2,1,33
2021-02-03,B,143.06,126.44,15,90,1,0,Store,South,2021,2,2,34
2021-02-04,B,174.99,156.98,10,90,0,0,Online,South,2021,2,3,35
2021-02-05,B,146.83,146.03,11,90,0,0,Online,North,2021,2,4,36
2021-02-06,B,177.28,200.74,14,90,1,1,Online,East,2021,2,5,37
2021-02-07,B,139.21,134.97,15,90,0,1,Online,North,2021,2,6,38
2021-02-08,B,142.6,125.43,11,90,0,0,Store,West,2021,2,0,39
2021-02-09,B,108.0,117.71,13,90,0,0,Online,North,2021,2,1,40
2021-02-10,B,124.44,109.5,13,90,0,0,Store,West,2021,2,2,41
2021-02-11,B,128.08,117.92,16,90,1,0,Store,North,2021,2,3,42
2021-02-12,B,160.73,181.56,12,90,0,0,Store,South,2021,2,4,43
2021-02-13,B,139.51,127.52,15,90,0,1,Online,West,2021,2,5,44
2021-02-14,B,143.35,135.75,19,90,1,1,Online,East,2021,2,6,45
2021-02-15,B,177.02,158.93,11,90,1,0,Store,North,2021,2,0,46
2021-02-16,B,169.3,170.03,12,90,0,0,Store,East,2021,2,1,47
2021-02-17,B,193.54,168.68,9,90,0,0,Store,North,2021,2,2,48
2021-02-18,B,167.42,147.69,13,90,0,0,Store,North,2021,2,3,49
2021-02-19,B,154.79,134.91,16,90,1,0,Store,South,2021,2,4,50
2021-02-20,B,135.92,144.69,14,90,0,1,Online,North,2021,2,5,51
2021-02-21,B,150.08,131.3,15,90,0,1,Online,West,2021,2,6,52
2021-02-22,B,146.32,132.3,10,90,0,0,Store,North,2021,2,0,53
2021-02-23,B,135.81,128.55,14,90,0,0,Store,East,2021,2,1,54
2021-02-24,B,148.77,155.88,14,90,0,0,Online,West,2021,2,2,55
2021-02-25,B,146.59,164.01,12,90,1,0,Online,West,2021,2,3,56
2021-02-26,B,115.31,121.56,24,90,1,0,Store,East,2021,2,4,57
2021-02-27,B,163.76,181.03,13,90,0,1,Online,North,2021,2,5,58
2021-02-28,B,125.29,134.88,19,90,0,1,Online,South,2021,2,6,59
2021-03-01,B,163.61,141.45,11,90,0,0,Online,West,2021,3,0,60
2021-03-02,B,190.28,183.56,11,90,0,0,Store,South,2021,3,1,61
2021-03-03,B,137.43,134.42,13,90,0,0,Store,North,2021,3,2,62
2021-03-04,B,151.85,146.5,12,90,0,0,Online,North,2021,3,3,63
2021-03-05,B,157.79,136.34,13,90,0,0,Store,South,2021,3,4,64
2021-03-06,B,159.07,181.66,13,90,0,1,Online,East,2021,3,5,65
2021-03-07,B,146.33,160.36,15,90,0,1,Online,North,2021,3,6,66
2021-03-08,B,132.4,132.76,12,90,0,0,Store,West,2021,3,0,67
2021-03-09,B,122.52,108.79,20,90,1,0,Online,South,2021,3,1,68
2021-03-10,B,131.24,114.53,14,90,0,0,Store,North,2021,3,2,69
2021-03-11,B,108.0,116.06,24,90,1,0,Store,North,2021,3,3,70
2021-03-12,B,152.08,162.17,16,90,0,0,Online,North,2021,3,4,71
2021-03-13,B,137.39,136.19,13,90,0,1,Online,West,2021,3,5,72
2021-03-14,B,138.8,146.87,18,90,0,1,Store,East,2021,3,6,73
2021-03-15,B,162.75,155.21,13,90,0,0,Online,East,2021,3,0,74
2021-03-16,B,117.92,124.64,14,90,0,0,Online,East,2021,3,1,75
2021-03-17,B,136.64,149.18,13,90,0,0,Online,East,2021,3,2,76
2021-03-18,B,145.28,155.74,14,90,0,0,Store,North,2021,3,3,77
2021-03-19,B,146.79,126.54,20,90,1,0,Online,West,2021,3,4,78
2021-03-20,B,165.16,162.89,15,90,1,1,Store,South,2021,3,5,79
2021-03-21,B,183.97,193.0,10,90,0,1,Online,West,2021,3,6,80
2021-03-22,B,154.6,167.82,13,90,0,0,Online,East,2021,3,0,81
2021-03-23,B,151.51,171.05,15,90,0,0,Online,South,2021,3,1,82
2021-03-24,B,147.71,150.19,15,90,0,0,Online,East,2021,3,2,83
2021-03-25,B,190.36,206.27,12,90,0,0,Store,East,2021,3,3,84
2021-03-26,B,122.14,137.7,15,90,0,0,Online,East,2021,3,4,85
2021-03-27,B,136.64,136.79,17,90,0,1,Online,West,2021,3,5,86
2021-03-28,B,153.89,131.22,16,90,0,1,Online,North,2021,3,6,87
2021-03-29,B,193.77,165.77,11,90,0,0,Store,East,2021,3,0,88
2021-03-30,B,182.59,179.97,12,90,0,0,Online,North,2021,3,1,89
2021-03-31,B,158.19,134.9,12,90,0,0,Store,South,2021,3,2,90
2021-04-01,B,138.17,137.59,13,90,0,0,Online,North,2021,4,3,91
2021-04-02,B,182.4,205.28,11,90,0,0,Online,West,2021,4,4,92
2021-04-03,B,136.58,129.49,18,90,0,1,Store,East,2021,4,5,93
2021-04-04,B,170.77,166.16,14,90,0,1,Online,North,2021,4,6,94
2021-04-05,B,124.11,133.51,19,90,1,0,Online,South,2021,4,0,95
2021-04-06,B,149.0,159.66,15,90,1,0,Store,East,2021,4,1,96
2021-04-07,B,167.22,175.06,13,90,0,0,Online,South,2021,4,2,97
2021-04-08,B,153.03,164.68,14,90,0,0,Online,North,2021,4,3,98
2021-04-09,B,170.94,157.57,10,90,0,0,Store,East,2021,4,4,99
2021-04-10,B,151.5,149.76,17,90,0,1,Online,South,2021,4,5,100
2021-04-11,B,108.0,111.6,19,90,0,1,Online,South,2021,4,6,101
2021-04-12,B,132.48,131.81,17,90,1,0,Online,East,2021,4,0,102
2021-04-13,B,134.73,153.4,14,90,0,0,Online,West,2021,4,1,103
2021-04-14,B,118.26,115.05,16,90,0,0,Store,South,2021,4,2,104
2021-04-15,B,108.0,97.5,13,90,0,0,Online,West,2021,4,3,105
